key,source_record_id,name,organization_type,roles,itp_id,details,caltrans_district,website,reporting_category,hubspot_company_record_id,gtfs_static_status,gtfs_realtime_status,_deprecated__assessment_status,manual_check__contact_on_website,alias,is_public_entity,ntd_id,public_currently_operating,public_currently_operating_fixed_route,_is_current,_valid_from,_valid_to
040e61171351b72221ac40c4e60e067c,recx4q3NMi6MdJxY9,City of Cuyama,City/Town,[],88,,05 - San Luis Obispo,,Other Public Transit,1880627065,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
417f76feb3a3d7aa3e769e4bb1822e69,recROsnN85RlZziSj,City of Delano,City/Town,[],91,,06 - Fresno,,Core,,Static OK,RT Incomplete,,,[],,90238,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
611e53df6a9327c64bc32d6af3e62075,recROsnN85RlZziSj,City of Delano,City/Town,[],91,,06 - Fresno,https://www.cityofdelano.org/92/Delano-Area-Rapid-Transit-DART,Core,,Static OK,RT Incomplete,,,[],,90238,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
91bf52e42234d4c044a5bda948a97617,recROsnN85RlZziSj,City of Delano,City/Town,[],91,,06 - Fresno,https://www.cityofdelano.org/92/Delano-Area-Rapid-Transit-DART,Core,1880797924,Static OK,RT Incomplete,,Unknown,[],,90238,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
0a41c1555f6dbbb5b2bf369a709823ff,recROsnN85RlZziSj,City of Delano,City/Town,[],91,,06 - Fresno,https://www.cityofdelano.org/92/Delano-Area-Rapid-Transit-DART,Core,,Static OK,RT Incomplete,,Unknown,[],,90238,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
df73d47fd89fa230cf8c36dd19302880,recROsnN85RlZziSj,City of Delano,City/Town,[],91,,06 - Fresno,https://www.cityofdelano.org/92/Delano-Area-Rapid-Transit-DART,Core,1880797924,Static OK,RT Incomplete,,Unknown,[],,90238,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
ef23d3f302e477d9a64934759502ed02,recIWr36TbFurchtL,City of Dinuba,City/Town,[],93,Previously managed Dinuba Area Rapid Transit (DART) which was consolidated into TCRTA,06 - Fresno,,Core,8566888849,Static OK,RT Incomplete,,Unknown,[],,9R02-91040,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
af7320d3c9e6c7ef59df92ea1e01819b,recIWr36TbFurchtL,City of Dinuba,City/Town,[],93,Previously managed Dinuba Area Rapid Transit (DART) which was consolidated into TCRTA,06 - Fresno,,Core,,Static OK,RT Incomplete,,,[],,9R02-91040,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
1d7f1874d7d89c7611db7b4299a3ea42,recIWr36TbFurchtL,City of Dinuba,City/Town,[],93,Previously managed Dinuba Area Rapid Transit (DART) which was consolidated into TCRTA,06 - Fresno,,Core,,Static OK,RT Incomplete,,Unknown,[],,9R02-91040,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
acd9529f17f7766bbd8ddf901567724b,recIWr36TbFurchtL,City of Dinuba,City/Town,[],93,Previously managed Dinuba Area Rapid Transit (DART) which was consolidated into TCRTA,06 - Fresno,,Core,8566888849,Static OK,RT Incomplete,,Unknown,[],,9R02-91040,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
1c4ce49429438b728955d28c086262e2,rec21lizHh1D0uU00,City of Downey,City/Town,[],95,,07 - Los Angeles,https://www.downeyca.org/our-city/departments/parks-recreation/transit,Core,1880797927,Static OK,RT Incomplete,,Unknown,[],,90263,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
1e389af23cb32011f82bb8d96a467857,rec21lizHh1D0uU00,City of Downey,City/Town,[],95,,07 - Los Angeles,https://www.downeyca.org/our-city/departments/parks-recreation/transit,Core,1880797927,Static OK,RT Incomplete,,Unknown,[],,90263,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
a3ccc14a4cdad79273d0a1074242b901,rec21lizHh1D0uU00,City of Downey,City/Town,[],95,,07 - Los Angeles,https://www.downeyca.org/our-city/departments/parks-recreation/transit,Core,,Static OK,RT Incomplete,,Unknown,[],,90263,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
f6276c37d67591edad91186f26573536,rec21lizHh1D0uU00,City of Downey,City/Town,[],95,,07 - Los Angeles,https://www.downeyca.org/our-city/departments/parks-recreation/transit,Core,,Static OK,RT Incomplete,,,[],,90263,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
4f53c4a42086e3feee168878538822ee,rec21lizHh1D0uU00,City of Downey,City/Town,[],95,,07 - Los Angeles,,Core,,Static OK,RT Incomplete,,,[],,90263,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
7f5dda456f8e8f3345142edb0eb10099,recZm8PD8WIdcDL0M,City of Duarte,City/Town,[],97,,07 - Los Angeles,,Core,,Static OK,RT Incomplete,,Unknown,[],,90264,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
dbe82b58610ff5cc7d0f04bca535ec9e,recZm8PD8WIdcDL0M,City of Duarte,City/Town,[],97,,07 - Los Angeles,,Core,,Static OK,RT Incomplete,,,[],,90264,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
35c3dc34b6f3dbd9b23680ee3669ce52,recZm8PD8WIdcDL0M,City of Duarte,City/Town,[],97,,07 - Los Angeles,,Core,9260427279,Static OK,RT Incomplete,,Unknown,[],,90264,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
6d209f4f3b0ca3745ffc5269d0823469,recZm8PD8WIdcDL0M,City of Duarte,City/Town,[],97,,07 - Los Angeles,,Core,9260427279,Static OK,RT Incomplete,,Unknown,[],,90264,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
062b0c4c87f19a43c70210a01e994c78,recynxkqEoo9dJEvw,City of Eureka,City/Town,[],108,,01 - Eureka,,Core,,Static OK,RT OK,,,[],,9R02-91093,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
d75294c9c1e7388b089ec8281a74d1b1,recynxkqEoo9dJEvw,City of Eureka,City/Town,[],108,,01 - Eureka,https://hta.org/agencies/eureka-transit-service/,Core,,Static OK,RT OK,,Unknown,[],,9R02-91093,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
43e0da7f1b608fe15cb911b47dd5357c,recynxkqEoo9dJEvw,City of Eureka,City/Town,[],108,,01 - Eureka,ci.eureka.ca.gov,Core,8566857382,Static OK,RT OK,,Unknown,[],,9R02-91093,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
d4e25bc508be55a0f41c752dc814f8f4,recynxkqEoo9dJEvw,City of Eureka,City/Town,[],108,,01 - Eureka,https://hta.org/agencies/eureka-transit-service/,Core,,Static OK,RT OK,,,[],,9R02-91093,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
c7f620af8a45f23bfcedfbd0e9c8502a,recynxkqEoo9dJEvw,City of Eureka,City/Town,[],108,,01 - Eureka,ci.eureka.ca.gov,Core,8566857382,Static OK,RT OK,,Unknown,[],,9R02-91093,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
5256b4f6c40bf42061ddde1dae2166aa,recuMf8wePFRaYAI9,City of Exeter,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
00acc0bf6a84aa7c34cc66580eeb04f6,recuMf8wePFRaYAI9,City of Exeter,City/Town,[],,,,,,9609119531,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
fe9ed31b8252c21748e66784206a924d,recuMf8wePFRaYAI9,City of Exeter,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
af0a3d9993938057306592a1797511d1,rec7TqcVwT1CX8hN3,City of Folsom,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,90220,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
f0d26723caa2552abcf24cf6212b6096,rec7TqcVwT1CX8hN3,City of Folsom,City/Town,[],,,,,,9609131813,Static OK,RT Incomplete,,Unknown,[],,90220,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
7db141bc582a7100017b5003239b0006,rec7TqcVwT1CX8hN3,City of Folsom,City/Town,[],,,,,,9609131813,Static OK,RT Incomplete,,Unknown,[],,90220,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
5de94b29d8bede335235c4d7824aaa08,rec7TqcVwT1CX8hN3,City of Folsom,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,90220,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
6fa974f14202f920321d8034255a1f28,rec4Sq9Ewo03h58RZ,City of Fowler,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
3d30926b57f0b2c1bfd5bbdab27084d8,rec4Sq9Ewo03h58RZ,City of Fowler,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
d6d78afb1ac551419a5bdb1767e0ec98,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,,Core,,Static OK,RT OK,,,"[Fresno Area Express,FAX]",,90027,,,false,2022-07-13 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
1ce6dad961fa34c8837b1f9d43a34642,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,,Core,,Static OK,RT Incomplete,,,"[Fresno Area Express,FAX]",,90027,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-12 23:59:59.999999 UTC
4813755d10697f2d13a346d23e206955,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,https://www.fresno.gov/transportation/fax/,Core,1880654197,Static OK,RT OK,,Unknown,"[Fresno Area Express,FAX]",,90027,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
f7eeb634e3c30d7f4e360685321ce6fc,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,https://www.fresno.gov/transportation/fax/,Core,,Static OK,RT OK,,Unknown,"[Fresno Area Express,FAX]",,90027,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
c70f823d1d0e3e7f22ddfa99060c5c01,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,https://www.fresno.gov/transportation/fax/,Core,,Static OK,RT OK,,,"[Fresno Area Express,FAX]",,90027,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
66ad0ae374e23ab332f9c445aa4c2ec7,rec0bKUhHAajTNIlf,City of Fresno,City/Town,[],116,,06 - Fresno,https://www.fresno.gov/transportation/fax/,Core,1880654197,Static OK,RT OK,,Unknown,"[Fresno Area Express,FAX]",,90027,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
a5d90a43483747768b8d83f386f06326,recu1txzstIG4s4qB,City of Goleta,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
6ac0bed29109517c234fa11f22baa45b,recu1txzstIG4s4qB,City of Goleta,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
4990b87b7a3393588f2a71627ca590d8,recK4si1uIoj6HfrO,City of Irvine,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
4bba20ee298e3b203c45cc3ade85f432,recK4si1uIoj6HfrO,City of Irvine,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
917d993382ea88c1f3dfee8fab6ed80f,recK4si1uIoj6HfrO,City of Irvine,City/Town,[],,,,,,9609235016,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
70c7d5564a27dcf8ebbb326509da5c21,recYrNKgCP9RXMrYv,City of Kerman,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
7b1dd38c5f917d6d6b7c590a404bdd24,recYrNKgCP9RXMrYv,City of Kerman,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
16c60fd470b4821a1af93af83f8c5111,rec7ggteJZheTOceq,City of Lompoc,City/Town,[],169,,05 - San Luis Obispo,https://www.cityoflompoc.com/government/departments/public-works/transportation/city-of-lompoc-transit,Core,1880797934,Static OK,RT Incomplete,,Unknown,[],,90149,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
68cce64aa0754a93fb218ee28ec1aba4,rec7ggteJZheTOceq,City of Lompoc,City/Town,[],169,,05 - San Luis Obispo,,Core,,Static OK,RT Incomplete,,,[],,90149,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
31a5c77447b1c95c8a83ed357144c1e5,rec7ggteJZheTOceq,City of Lompoc,City/Town,[],169,,05 - San Luis Obispo,https://www.cityoflompoc.com/government/departments/public-works/transportation/city-of-lompoc-transit,Core,1880797934,Static OK,RT Incomplete,,Unknown,[],,90149,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
b12425a6d3eefa26293a4c975373c8ab,rec7ggteJZheTOceq,City of Lompoc,City/Town,[],169,,05 - San Luis Obispo,https://www.cityoflompoc.com/government/departments/public-works/transportation/city-of-lompoc-transit,Core,,Static OK,RT Incomplete,,,[],,90149,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
6802f23e239c955b015c5e67f2f2df03,rec7ggteJZheTOceq,City of Lompoc,City/Town,[],169,,05 - San Luis Obispo,https://www.cityoflompoc.com/government/departments/public-works/transportation/city-of-lompoc-transit,Core,,Static OK,RT Incomplete,,Unknown,[],,90149,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
2f0d7148eb168aa2f536c356c6f480db,rec2DteW2sfmBJRsH,City of Madera,City/Town,[],187,,06 - Fresno,https://www.madera.gov/home/departments/transit/,Core,,Static OK,RT Incomplete,,Unknown,[],,90199,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
1de3806926fe26caba039c4e81aea058,rec2DteW2sfmBJRsH,City of Madera,City/Town,[],187,,06 - Fresno,https://www.madera.gov/home/departments/transit/,Core,9261401131,Static OK,RT Incomplete,,Unknown,[],,90199,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
e7b8e840605b8e11f5c4d9c9dce305df,rec2DteW2sfmBJRsH,City of Madera,City/Town,[],187,,06 - Fresno,https://www.madera.gov/home/departments/transit/,Core,,Static OK,RT Incomplete,,,[],,90199,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
456e2114e810c0f06ede9306d81238b4,rec2DteW2sfmBJRsH,City of Madera,City/Town,[],187,,06 - Fresno,https://www.madera.gov/home/departments/transit/,Core,9261401131,Static OK,RT Incomplete,,Unknown,[],,90199,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
aad2b68471a86c0fb54026b14da11433,rec2DteW2sfmBJRsH,City of Madera,City/Town,[],187,,06 - Fresno,,Core,,Static OK,RT Incomplete,,,[],,90199,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
892ea366f41aeea148fe09ccfdb74b13,recwquyAcz61Csn1z,City of Malibu,City/Town,[],189,,07 - Los Angeles,,Core,1880690879,Static OK,RT Incomplete,,Unknown,[],,90282,,,false,2022-11-29 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
8729c5e5235aa747e8fdb626253e9b76,recwquyAcz61Csn1z,City of Malibu,City/Town,[],189,,07 - Los Angeles,,Core,,Static OK,RT Incomplete,,Unknown,[],,90282,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
c7142352c4924d94fd4d126f8cbb4ae0,recwquyAcz61Csn1z,City of Malibu,City/Town,[],189,,07 - Los Angeles,,Core,1880690879,Static OK,RT Incomplete,,Unknown,[],,90282,,,false,2022-11-19 00:00:00.000000 UTC,2022-11-28 23:59:59.999999 UTC
7664b6a63efd59e6b98e2328ed19a9ae,recwquyAcz61Csn1z,City of Malibu,City/Town,[],189,,07 - Los Angeles,,Core,,Static OK,RT Incomplete,,,[],,90282,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
cdf160612686e0e8d9c24c0cd000d6d0,recspPewBNKfKzuxf,City of Marina,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
6b8550f275585f1589f217455b4e6f17,recspPewBNKfKzuxf,City of Marina,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
1cbcb6e0888a98b5ac6dd661e54e3ee1,rec7ZjDaRmRXxbxrP,City of Newman,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
fae717ecd01e93000fca76450beed2f9,rec7ZjDaRmRXxbxrP,City of Newman,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
ee64ffdcd6f2ab471b3ed0c0e3de1901,recDLiLj10fdn44HB,City of Orcutt,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
b6f85c618ab1575b40a19b46d040f89f,recDLiLj10fdn44HB,City of Orcutt,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
f5a143596b2f908c1ba408e406bde390,rec3XbkR6hSQR8a4W,City of Orland,,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-08-31 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
b41b0038a914a741439e1f79289f13c1,rec3XbkR6hSQR8a4W,City of Orland,,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
d019a41863f16f8c39a507d1c15e793f,recfblwUn4niCZsHq,City of Oxnard,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
c51569d34c19c6d468b2267aa6dd5646,recfblwUn4niCZsHq,City of Oxnard,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
9469b7bb73843b59424d37ffe897a076,recuchbdODVlsl7GD,City of Sanger,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
195aac69fffa0cfac3945b7955b72892,recuchbdODVlsl7GD,City of Sanger,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
2ca6d408fc6604076767badb29476f51,receu7wvTvMZlFZHA,City of Santee,City/Town,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
191f95411124793faf6fdc4325f27f65,receu7wvTvMZlFZHA,City of Santee,City/Town,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
329af60bb6777cff39af68c8d1b96d31,rec9BnCwRBY9LWBSX,City of Tulare,City/Town,[],483,,,,,,Static OK,RT Incomplete,,Unknown,[],,90244,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
